pair,date,open,high,low,close,volume,close_time,quote_volume,trades
GNO/USDC,2025-03-09,184.7,184.7,184.7,184.7,0.0,2025-03-09 23:59:59.999,0.0,0
GNO/USDC,2025-03-10,184.7,184.7,184.7,184.7,0.0,2025-03-10 23:59:59.999,0.0,0
BICO/USDC,2025-03-09,0.1818,0.1818,0.1818,0.1818,0.0,2025-03-09 23:59:59.999,0.0,0
BICO/USDC,2025-03-10,0.1818,0.1818,0.1818,0.1818,0.0,2025-03-10 23:59:59.999,0.0,0
CRV/USDC,2025-03-09,0.4274,0.4333,0.3751,0.3768,187099.783235,2025-03-09 23:59:59.999,475782.4,36827
CRV/USDC,2025-03-10,0.3768,0.3963,0.374,0.3841,97496.487341,2025-03-10 23:59:59.999,252764.95,19419
SUI/USDC,2025-03-09,2.484,2.525,2.253,2.288,176961.049088,2025-03-09 23:59:59.999,74077.299,16625
SUI/USDC,2025-03-10,2.288,2.449,2.267,2.356,101954.672017,2025-03-10 23:59:59.999,43363.779,9686
DORKY/USDC,2025-03-09,0.025,0.025,0.025,0.025,0.0,2025-03-09 23:59:59.999,0.0,0
DORKY/USDC,2025-03-10,0.025,0.025,0.025,0.025,0.0,2025-03-10 23:59:59.999,0.0,0
BAT/USDC,2025-03-09,0.1759,0.1759,0.1759,0.1759,0.0,2025-03-09 23:59:59.999,0.0,0
BAT/USDC,2025-03-10,0.1759,0.1759,0.1759,0.1759,0.0,2025-03-10 23:59:59.999,0.0,0
MANA/USDC,2025-03-09,0.2719,0.2719,0.2688,0.2688,24895.706,2025-03-09 23:59:59.999,91778.8,16
MANA/USDC,2025-03-10,0.2688,0.2688,0.2688,0.2688,0.0,2025-03-10 23:59:59.999,0.0,0
$MUSK/ETH,2025-03-09,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0,2025-03-09 23:59:59.999,0.0,0
$MUSK/ETH,2025-03-10,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0,2025-03-10 23:59:59.999,0.0,0
STRK/USDC,2025-03-09,0.1766,0.1777,0.1508,0.155,69640.139706,2025-03-09 23:59:59.999,429395.24,9918
STRK/USDC,2025-03-10,0.155,0.165,0.1529,0.1607,36894.89484,2025-03-10 23:59:59.999,232242.73,5268
ETH/USDM,2025-03-09,2204.6,2213.0,2000.1,2021.0,297737.849386,2025-03-09 23:59:59.999,141.228457,23337
ETH/USDM,2025-03-10,2021.0,2152.6,2000.1,2106.3,179857.359017,2025-03-10 23:59:59.999,87.04208,13848
ETH/USDT,2025-03-09,2204.6,2213.0,1991.0,2021.0,2243614.08962,2025-03-09 23:59:59.999,1070.644815,89611
ETH/USDT,2025-03-10,2021.0,2153.3,1996.8,2106.3,1157476.81527,2025-03-10 23:59:59.999,560.461343,45858
ETH/USDC,2025-03-09,2204.6,2213.0,1991.2,2021.0,3967258.915514,2025-03-09 23:59:59.999,1900.480861,89894
ETH/USDC,2025-03-10,2021.0,2153.0,1996.2,2106.3,2355101.387071,2025-03-10 23:59:59.999,1140.100325,52571
ETH/WBTC,2025-03-09,0.02559,0.0256,0.02427,0.02504,0.21355792,2025-03-09 23:59:59.999,8.562411,3041
ETH/WBTC,2025-03-10,0.02504,0.02583,0.02495,0.02559,0.10304032,2025-03-10 23:59:59.999,4.079468,1445
PIXEL/USDC,2025-03-09,0.0603,0.0603,0.0603,0.0603,0.0,2025-03-09 23:59:59.999,0.0,0
PIXEL/USDC,2025-03-10,0.0603,0.0603,0.0603,0.0603,0.0,2025-03-10 23:59:59.999,0.0,0
1INCH/USDC,2025-03-09,0.2306,0.2311,0.2094,0.2116,47286.603851,2025-03-09 23:59:59.999,216441.52,9052
1INCH/USDC,2025-03-10,0.2116,0.2215,0.2087,0.2189,25021.926814,2025-03-10 23:59:59.999,116502.4,4787
OGN/USDC,2025-03-09,0.08,0.08,0.08,0.08,0.0,2025-03-09 23:59:59.999,0.0,0
OGN/USDC,2025-03-10,0.08,0.08,0.08,0.08,0.0,2025-03-10 23:59:59.999,0.0,0
MASK/USDC,2025-03-09,2.192,2.193,2.168,2.175,9079.055755,2025-03-09 23:59:59.999,4162.983,1675
MASK/USDC,2025-03-10,2.175,2.181,2.167,2.17,3721.50281,2025-03-10 23:59:59.999,1711.514,693
JASMY/USDC,2025-03-09,0.01618,0.01629,0.01312,0.01362,91490.747772,2025-03-09 23:59:59.999,6386423.0,16260
JASMY/USDC,2025-03-10,0.01362,0.01464,0.01335,0.01422,42273.085918,2025-03-10 23:59:59.999,3033733.5,8053
GLM/USDC,2025-03-09,0.3657,0.3657,0.3657,0.3657,0.0,2025-03-09 23:59:59.999,0.0,0
GLM/USDC,2025-03-10,0.3657,0.3657,0.3657,0.3657,0.0,2025-03-10 23:59:59.999,0.0,0
ONDO/USDC,2025-03-09,0.9485,0.967,0.842,0.8502,222100.018077,2025-03-09 23:59:59.999,245535.03,52389
ONDO/USDC,2025-03-10,0.8502,0.8821,0.8255,0.8821,109325.295078,2025-03-10 23:59:59.999,126683.075,23556
MORPHO/USDC,2025-03-09,1.513,1.538,1.24,1.252,36028.383557,2025-03-09 23:59:59.999,26217.005,7128
MORPHO/USDC,2025-03-10,1.252,1.364,1.252,1.31,17391.344633,2025-03-10 23:59:59.999,13411.126,3498
USDM/ETH,2025-03-09,2204.6,2213.0,2000.1,2021.0,297737.849386,2025-03-09 23:59:59.999,141.228457,23337
USDM/ETH,2025-03-10,2021.0,2152.6,2000.1,2106.3,179857.359017,2025-03-10 23:59:59.999,87.04208,13848
USDM/USDT,2025-03-09,0.01078,0.01078,0.01078,0.01078,0.0,2025-03-09 23:59:59.999,0.0,0
USDM/USDT,2025-03-10,0.01078,0.01078,0.01078,0.01078,0.0,2025-03-10 23:59:59.999,0.0,0
USDM/USDC,2025-03-09,0.9999,0.9999,0.9999,0.9999,59994.0,2025-03-09 23:59:59.999,60000.0,5
USDM/USDC,2025-03-10,0.9999,0.9999,0.9999,0.9999,39995.99,2025-03-10 23:59:59.999,40000.0,4
NSTR/USDC,2025-03-09,0.102,0.102,0.102,0.102,0.0,2025-03-09 23:59:59.999,0.0,0
NSTR/USDC,2025-03-10,0.102,0.102,0.102,0.102,0.0,2025-03-10 23:59:59.999,0.0,0
COMP/USDC,2025-03-09,48.73,49.1,42.92,43.31,51250.566038,2025-03-09 23:59:59.999,1138.1345,12737
COMP/USDC,2025-03-10,43.31,46.42,42.86,44.91,26606.614843,2025-03-10 23:59:59.999,596.8933,6914
IMX/USDC,2025-03-09,0.68,0.68,0.68,0.68,0.0,2025-03-09 23:59:59.999,0.0,0
IMX/USDC,2025-03-10,0.68,0.68,0.68,0.68,0.0,2025-03-10 23:59:59.999,0.0,0
L3/USDC,2025-03-09,0.1007,0.1007,0.1007,0.1007,0.0,2025-03-09 23:59:59.999,0.0,0
L3/USDC,2025-03-10,0.1007,0.1007,0.1007,0.1007,0.0,2025-03-10 23:59:59.999,0.0,0
SHIB/USDC,2025-03-09,1.268e-05,1.272e-05,1.153e-05,1.166e-05,40714.2185,2025-03-09 23:59:59.999,3405923100.0,7657
SHIB/USDC,2025-03-10,1.166e-05,1.28e-05,1.156e-05,1.257e-05,26905.28283,2025-03-10 23:59:59.999,2205822100.0,5132
GMT/USDC,2025-03-09,0.0675,0.0675,0.0675,0.0675,0.0,2025-03-09 23:59:59.999,0.0,0
GMT/USDC,2025-03-10,0.0675,0.0675,0.0675,0.0675,0.0,2025-03-10 23:59:59.999,0.0,0
OCEAN/USDC,2025-03-09,0.9123,0.9123,0.9123,0.9123,0.0,2025-03-09 23:59:59.999,0.0,0
OCEAN/USDC,2025-03-10,0.9123,0.9123,0.9123,0.9123,0.0,2025-03-10 23:59:59.999,0.0,0
LQTY/USDC,2025-03-09,0.899,0.899,0.899,0.899,0.0,2025-03-09 23:59:59.999,0.0,0
LQTY/USDC,2025-03-10,0.899,0.899,0.899,0.899,0.0,2025-03-10 23:59:59.999,0.0,0
Olda/USDT,2025-03-09,0.012,0.012,0.012,0.012,0.0,2025-03-09 23:59:59.999,0.0,0
Olda/USDT,2025-03-10,0.012,0.012,0.012,0.012,0.0,2025-03-10 23:59:59.999,0.0,0
MEME/USDC,2025-03-09,0.00405,0.00405,0.00405,0.00405,0.0,2025-03-09 23:59:59.999,0.0,0
MEME/USDC,2025-03-10,0.00405,0.00405,0.00405,0.00405,0.0,2025-03-10 23:59:59.999,0.0,0
PORTAL/USDC,2025-03-09,0.1374,0.1374,0.1374,0.1374,0.0,2025-03-09 23:59:59.999,0.0,0
PORTAL/USDC,2025-03-10,0.1374,0.1374,0.1374,0.1374,0.0,2025-03-10 23:59:59.999,0.0,0
T/USDC,2025-03-09,0.02147,0.02147,0.02147,0.02147,0.0,2025-03-09 23:59:59.999,0.0,0
T/USDC,2025-03-10,0.02147,0.02147,0.02147,0.02147,0.0,2025-03-10 23:59:59.999,0.0,0
ZK/USDC,2025-03-09,2.077,2.077,2.077,2.077,0.0,2025-03-09 23:59:59.999,0.0,0
ZK/USDC,2025-03-10,2.077,2.077,2.077,2.077,0.0,2025-03-10 23:59:59.999,0.0,0
PEPE/USDC,2025-03-09,6.68e-06,6.74e-06,5.74e-06,5.87e-06,33779.13784,2025-03-09 23:59:59.999,5529922000.0,6376
PEPE/USDC,2025-03-10,5.87e-06,6.65e-06,5.81e-06,6.41e-06,22330.18235,2025-03-10 23:59:59.999,3618593000.0,4267
ILV/USDC,2025-03-09,20.37,20.37,20.37,20.37,0.0,2025-03-09 23:59:59.999,0.0,0
ILV/USDC,2025-03-10,20.37,20.37,20.37,20.37,0.0,2025-03-10 23:59:59.999,0.0,0
BRETT/USDC,2025-03-09,0.0426,0.0426,0.0426,0.0426,0.0,2025-03-09 23:59:59.999,0.0,0
BRETT/USDC,2025-03-10,0.0426,0.0426,0.0426,0.0426,0.0,2025-03-10 23:59:59.999,0.0,0
ATH/USDC,2025-03-09,0.03602,0.03602,0.03602,0.03602,0.0,2025-03-09 23:59:59.999,0.0,0
ATH/USDC,2025-03-10,0.03602,0.03602,0.03602,0.03602,0.0,2025-03-10 23:59:59.999,0.0,0
POL/USDC,2025-03-09,0.2493,0.2493,0.239,0.239,7701.0002,2025-03-09 23:59:59.999,32146.89,6
POL/USDC,2025-03-10,0.239,0.239,0.239,0.239,0.0,2025-03-10 23:59:59.999,0.0,0
Elon/USDT,2025-03-09,34.12,34.12,34.12,34.12,0.0,2025-03-09 23:59:59.999,0.0,0
Elon/USDT,2025-03-10,34.12,34.12,34.12,34.12,0.0,2025-03-10 23:59:59.999,0.0,0
VEN/ETH,2025-03-09,5.655e-10,5.655e-10,5.655e-10,5.655e-10,0.0,2025-03-09 23:59:59.999,0.0,0
VEN/ETH,2025-03-10,5.655e-10,5.655e-10,5.655e-10,5.655e-10,0.0,2025-03-10 23:59:59.999,0.0,0
USDC/ETH,2025-03-09,2204.6,2213.0,1991.2,2021.0,3967258.915514,2025-03-09 23:59:59.999,1900.480861,89894
